time,alt,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,acc_x_2,acc_y_2,acc_z_2,mag_x,mag_y,mag_z
1760371821495,0,0,0,0,-0.09108866872929755,0.09159142448980684,-8.82491541022232,0.016302667797811976,0.029167630791947285,-8.84100925360683,-28.53340290621208,48.27182160222273,12.81548917926574
1760371821596,0,0,0,0,-0.1679411712872815,0.06352409250770102,-10.021407929880084,0.1973818468463442,-0.40979398913512854,-10.412517073844795,48.61176592637925,7.747170016786718,-3.9010499938068577
1760371821697,0,0,0,0,0.04448538795937376,0.007046236509501119,-9.975888066600621,0.15490067284816256,0.4428839421494932,-9.848120448917873,6.493228580913566,49.25885100123671,-37.65818211928037
1760371821798,0,0,0,0,-0.13159004737104602,-0.18750587520346992,-10.334790537676607,-0.6745778498361112,0.3585059637878192,-10.75011837051453,27.133008487932713,0.2974163140163384,-27.761626172372722
1760371821900,0,0,0,0,-0.07130599105526567,0.18619582646810046,-9.124662869666754,0.7637585288649447,-0.5356975335787417,-9.173896918400352,41.809151689903985,18.09078125244939,-45.365096342874544
1760371822002,0,0,0,0,0.176252343073738,-0.14116523753557508,-8.924687558372597,0.7925696971995784,0.8302836101764983,-8.535495939813607,-33.15059861232663,34.7232186295452,5.933125822254034
1760371822104,0,0,0,0,-0.0057034306076415575,0.03736766789400375,-9.48871643305699,0.6389879286577511,-0.2799365935297844,-9.58519885274879,-44.485461900479805,-21.09400095282652,31.888334051000797
1760371822207,0,0,0,0,0.02022093064554048,0.07245825656111576,-10.621416075823607,-0.9370782288699322,-0.6061545807042945,-10.305418551178574,-21.870559835780735,36.43094137660049,-35.01184455566255
1760371822308,0,0,0,0,-0.12389312631641834,0.14976983834966573,-10.305312721772802,0.721727245726383,-0.19230236757066255,-10.595318587422902,17.975030359435877,20.993030696441778,45.29021810937748
1760371822411,0,0,0,0,0.12223289584792019,-0.035555863951949374,-10.004966067741417,0.40964334701616245,0.5459361532587261,-9.665572221419335,-2.0214654348006817,-29.150050227979552,-47.39091017766104
1760371822514,0,0,0,0,0.1254905609552518,-0.08420521720077656,-10.78878562056879,-0.5455142819416625,-0.7123948272675611,-10.558584562756659,19.93559235595346,20.07575686796251,4.281145501815139
1760371822615,0,0,0,0,-0.07047905502656757,-0.10829048566822547,-9.189165250652142,0.03812825738712844,0.7039414063543372,-9.160780957416021,-21.088190048201238,33.26050211630286,-15.788686205714143
1760371822720,0,0,0,0,0.047863512315973106,0.18122234449622526,-8.888213988831051,-0.9830042450666201,0.028866582448252354,-8.427421144938227,3.1025249365402203,-47.74159936200766,-21.594654923623114
1760371822822,0,0,0,0,0.1022615562167985,-0.16428235525108079,-10.779233250202456,0.9705059192534169,-0.3951878428780462,-11.04027309359398,-12.119582551837468,3.225264490619118,-6.528176364362167
1760371822930,0,0,0,0,0.14849492058406294,0.1262311465527159,-9.42712730409451,-0.8730087697008375,-0.15457527881501099,-9.81877852393808,8.480310899170398,-9.123585050252636,-42.529280872362996
1760371823032,0,0,0,0,0.1292722843990738,-0.17344693943300063,-9.72738570386093,0.8187532609428843,0.8789085250141049,-9.58450434170313,-27.74387408610505,12.735751712411549,-10.54719315731655
1760371823134,0,0,0,0,-0.15798592668559908,-0.16821670317577053,-9.137043572387116,-0.6697920329371405,-0.5869811982421662,-9.333799704403665,-30.488618628204357,39.788451829708464,-37.76219759176793
1760371823235,0,0,0,0,-0.15750512253435012,0.09946842257552241,-9.048823008143206,0.5863731249624771,-0.008823653182008284,-9.38378749386822,12.743311280683578,25.26396915058747,-19.783672955676302
1760371823336,0,0,0,0,0.003649952270709106,-0.19855558216356678,-9.323657694648775,0.7615452711326562,-0.36409548726115326,-9.556614071032081,-20.291841269048728,30.34942087258686,41.382861247560754
1760371823438,0,0,0,0,-0.18567484777634552,-0.06816083433088763,-10.48534048400812,-0.6326457433035491,0.05941253983598216,-10.165120196950825,-29.982123004473692,1.148712496450969,46.87413163265349
1760371823539,0,0,0,0,-0.005199004914751809,0.037937745208668494,-9.465924733518271,0.2450195300918092,0.03421698848797372,-8.97749798352101,27.082034320571267,47.03226417855548,22.204324305221718
1760371823641,0,0,0,0,0.019811904282493215,-0.15721821476957107,-9.165872375339458,-0.7556856382100761,-0.8062877422314194,-9.587873907106864,16.457057664021917,-6.194588966892567,-13.27861527967967
1760371823744,0,0,0,0,0.11803457062326267,-0.12439787345800446,-9.189418332310774,0.24339355267669682,-0.646344372837125,-8.735929624551222,-48.403211827576975,36.3591849788214,-45.49772951241593
1760371823846,0,0,0,0,-0.06966559478916787,0.01754816587713845,-9.199641726999658,0.08096197987008003,-0.26342095381656305,-9.472324819751492,42.32621368168601,-41.80822223870136,-28.202563861010287
1760371823948,0,0,0,0,0.027215870630149908,-0.059916643610978676,-9.896009632240613,0.3286478492403313,-0.583930257898404,-10.005669614373685,-3.616861654959301,-34.18891371050127,39.38640552112315
1760371824050,0,0,0,0,-0.07268889567440459,-0.15403840238799482,-9.724000155797059,0.9545895180976096,-0.05289017784768779,-9.861939316952054,16.240174920317827,-45.56943407937351,35.47508702288084
1760371824152,0,0,0,0,-0.0944820468855288,0.15409389824140834,-10.601024777675715,-0.42173352356635396,0.5780553045869865,-10.473156146361271,-10.201497783300482,-37.32776296703053,-21.057136125547228
1760371824254,0,0,0,0,0.012452820781294033,-0.15234398527077944,-10.301862511159877,0.3868547626684149,0.5942357776591769,-10.591435402414053,13.510518862326371,16.865529385105802,40.49644097387683
1760371824356,0,0,0,0,0.15502592961699524,-0.15152106382875732,-10.442783568657232,0.48057957653975025,0.210325880010934,-10.860242425284923,-41.40629272776051,41.196708553908806,-15.445187720815532
1760371824479,0,0,0,0,-0.04142276343511844,0.05354410619129735,-10.501456061893926,0.5586703594155511,-0.44920537720616927,-10.903096224380738,-42.45844749332696,-6.795679992135902,37.35178106261495
1760371824581,0,0,0,0,0.15654208772099837,-0.18406729783999665,-9.123074811681036,0.10761022026909761,0.4847215383055459,-9.45539209813654,45.307660940293474,-44.100039566417024,15.918239187826373
1760371824684,0,0,0,0,-0.08544183975419495,0.11451452681432117,-10.410534515005402,-0.3160466468786354,-0.311379837456466,-10.334464614005585,26.053033142429953,11.258404380786061,-42.30784569059418
1760371824786,0,0,0,0,0.054073847703412004,-0.1090544737725502,-10.74934269711788,-0.017802877731268874,-0.29543831220628447,-10.688367824410367,15.321481355147228,13.725231912097449,32.14323331845786
1760371824888,0,0,0,0,-0.015294025178669457,0.0062944586455245255,-9.491138571776244,-0.6256649740982418,0.6280197985690259,-9.614957478220372,49.730289817351334,-6.761217972027332,43.589052521167545
1760371824991,0,0,0,0,0.06495879464403637,-0.09724929495512202,-9.324436439389082,0.5577969709165871,0.2757878580474771,-9.79283834880235,-12.56796599065948,-22.49972875180788,-13.527771879073484
1760371825094,0,0,0,0,0.19613178054974306,0.1569125198136559,-9.425443793996344,0.8987048100825132,0.8587141912499461,-9.21319535162583,36.86879654265192,14.856276404158436,45.91629007405487
1760371825195,0,0,0,0,-0.18729590249445188,0.19238837128711578,-10.750338102160143,0.1433654762509382,0.24020419117295888,-10.864962382626661,-28.041251315340464,-44.38178462618221,-22.56102434906957
1760371825298,0,0,0,0,-0.04950145620736693,-0.005582867949986747,-9.319172750287109,0.046563979652221255,-0.9105799756965913,-9.379152715577579,36.117496571738954,48.4922770691349,46.17382959318536
1760371825399,0,0,0,0,-0.138357384806296,-0.11974564810133495,-9.380706028058995,0.019098360838528228,-0.12322911339365161,-9.388510693382592,36.522360327383524,6.001336660632106,-20.370932758343464
1760371825501,0,0,0,0,-0.03415165922520408,-0.06667297689768997,-9.877523979306282,-0.17675355065230813,-0.4069010077945705,-9.726017248083776,-19.200538173129765,-31.662863877673075,-21.588011192384037
1760371825603,0,0,0,0,-0.19132462488817525,-0.06893174054822904,-9.298546753739096,0.09680810896607994,0.22625745436500555,-9.314172923317093,41.70972759664909,20.871372215070295,-28.156294057621288
1760371825703,0,0,0,0,-0.07185841141499513,-0.046157192159270194,-8.930391893024929,0.6387779413273913,-0.11851923237611994,-9.101470204291074,-29.03989104246538,-31.077671664577366,-7.673924653219721
1760371825805,0,0,0,0,0.17914062922333446,0.07731105976840069,-9.17818169366527,-0.28153813492159907,-0.18072657482047605,-9.619224454287892,24.233703847807647,-23.788412904267375,-47.636034355267974
1760371825907,0,0,0,0,0.032683731215383455,-0.04416209837966542,-10.768939349167542,-0.1768970853096079,-0.21457250145740225,-10.373910148256941,12.629706309227494,43.97106527119233,1.7378507166046404
1760371826009,0,0,0,0,-0.0751778994372907,0.16305010176909346,-10.097127942274957,0.6975698165889399,0.8943226608099837,-9.659245524843872,7.636402829602751,22.319856362745455,9.05533179446524
1760371826113,0,0,0,0,0.12201967274849101,-0.08027069833914445,-9.841048983655355,0.9124601928118072,-0.5414810253634428,-9.438778380011405,-35.07078742316997,13.61980738641924,-0.7040750834289895
1760371826216,0,0,0,0,-0.14663467327062613,0.18356305346688778,-10.719988389679276,-0.7646603149834392,-0.7279265648786397,-10.4865042867176,-32.45662769019226,-6.300875167069265,42.46989939541642
1760371826319,0,0,0,0,0.1892476101924832,0.007454615796588099,-9.947731270516021,0.3643646243778287,0.740750016358299,-9.921724511731343,-1.798364171974228,40.346100814677655,21.898668847780584
1760371826442,0,0,0,0,-0.01570370462235529,0.10768877671948068,-10.04273518554575,0.17183589925165266,0.942155215877327,-10.075736434036848,36.27993129389856,-6.437786639086539,-48.68118902426184
1760371826543,0,0,0,0,0.06001171273347533,-0.015242748460365968,-10.61360121841083,-0.5782888399781358,-0.0215402193283043,-10.117825178122411,-39.92652646871065,-45.30958034050092,-12.24392762861953
1760371826645,0,0,0,0,0.09278807094034047,0.05967030081328373,-9.504674435169433,-0.5546520972342932,0.9147624955085125,-9.607905445041764,45.67319881339989,-28.723893104586963,-30.511419067762336
1760371826752,0,0,0,0,-0.07763542402322053,-0.10933130215608484,-10.186310323947437,0.6499553925692694,0.21709950519348364,-9.725121150428254,44.7415574254094,2.982515428992471,19.862658042271434
1760371826853,0,0,0,0,-0.14910505672535584,0.06953953250972666,-9.103524469190663,0.2560533459407843,-0.7839937037200424,-9.494646011759471,-5.065724451704668,-39.6544192718713,-10.515374492859387
1760371826958,0,0,0,0,-0.13957773588958486,-0.03344012478537439,-10.659587651995757,0.03066813149876535,0.9603836043270666,-10.88345673915567,-10.425822763158045,-49.748965899092646,34.16671708568289
1760371827059,0,0,0,0,-0.16643320910327605,-0.09036321234664811,-9.842221298000382,0.6146809582033017,-0.9983052440481279,-10.195033863947582,17.27334766138344,12.523143924753242,29.470718558700227
1760371827161,0,0,0,0,-0.0006830068603704276,-0.05566852224619831,-10.227872086142554,-0.3069754774732909,-0.8723946915464753,-10.590349486841586,-12.452802141555132,24.161923770639888,-3.8771744988944192
1760371827263,0,0,0,0,0.019735852966754536,0.19294172476711052,-10.177566227590006,0.11928312940401842,-0.9540487978608383,-10.270177626421727,4.826770770880984,18.076746165719882,-20.50679927234903
1760371827365,0,0,0,0,-0.11122226071858324,0.0661747711351165,-10.653132685630188,0.302154022812144,0.1975339134962304,-10.479510232366355,-41.38315672556253,31.13756045171486,21.17559222049495
1760371827466,0,0,0,0,-0.014634600785818741,0.15484288505106025,-9.244189910364572,0.6218827564210234,0.4165934226066108,-9.49038627357988,41.22476508929152,37.67534540776106,-20.78734901308654
1760371827574,0,0,0,0,-0.1708925421400539,-0.030756695723787197,-9.640791807376033,-0.7536847477196273,-0.7212556024327508,-9.962070741283537,9.142203633369014,-34.59328879955981,49.45110033035071
1760371827677,0,0,0,0,-0.1936288760648456,-0.15551340420139048,-10.561939840957324,0.6657066631438098,0.04200690176766253,-10.949169363795935,-8.297512106902381,37.740077559719026,-4.085995493066477
1760371827778,0,0,0,0,-0.1328765545937277,0.09097669264261854,-9.02755279137154,0.032158301229891384,0.2631834296708624,-9.469245100642825,41.43773291181712,17.798054172109573,-45.58925206242602
1760371827880,0,0,0,0,-0.14707016496748976,0.09610278294318803,-9.323899717587054,0.053084908275875975,-0.8154331391804428,-9.657328536565604,8.163949334454415,33.49120845067118,-39.902065899730665
1760371827983,0,0,0,0,0.023171185567422065,0.16025742061595677,-8.90110354133684,0.827345384735167,0.26461410210740155,-9.037711818349853,33.176583845468954,-24.998824731546577,24.78360019769036
1760371828084,0,0,0,0,-0.059268638398541074,-0.12942024521278078,-9.967715202973734,-0.9328425047062048,-0.36841312032044105,-9.975859453193237,-21.286537251406724,8.86560285858782,-16.76532817545904
1760371828188,0,0,0,0,-0.1005389812710924,0.10772946576625586,-9.240359085729425,-0.952741207055535,0.9720869604610229,-8.749854332466935,-48.775650976355344,15.227744994649044,-45.49095888571567
